frac_valence_1d,frac_plane_2d,neutral_markedness_sign_frac,markedness_r_half_mean,markedness_r_half_std,markedness_R_full_mean,markedness_R_full_std,shared_bend_r2_cv_mean,shared_bend_r2_cv_std,shared_bend_frac_scenarios_improved_mean,shared_bend_frac_scenarios_improved_std,n_seeds
0.1246062455,0.2572434006,0.9166666667,0.8603545977,0.0006814187624,0.9249360411,0.0003937480989,0.1590241908,0.0006311787071,0.7870370371,0.008018753745,3
