space_slug,space,adjacent_raw,adjacent_dis_mean,adjacent_dis_std,R_full_positive_neutral_mean,R_full_positive_neutral_std,R_full_neutral_negative_mean,R_full_neutral_negative_std,R_full_positive_negative_mean,R_full_positive_negative_std,n_seeds
euclidean_raw,Euclidean (raw),-0.5198351487,-0.5636227418,0.0006436309766,0.8947681789,0.00173393563,0.9507026017,0.0004036457445,0.9195020386,0.002015222839,3
anisotropy_corrected,Anisotropy-corrected,-0.3040627618,-0.3587753703,0.0006629852503,0.7918084602,0.002619871292,0.907117901,0.0006386258994,0.897838037,0.001685870432,3
park_causal,Park causal,-0.5287064741,-0.5758439635,0.0009572633482,0.8859238705,0.002505730712,0.9515360062,0.0005669881088,0.9196143303,0.002026848909,3
mahalanobis_lda,Mahalanobis / LDA,-0.1526187263,-0.1572485277,1.10312101e-06,0.9578767848,8.163777401e-06,0.9834059383,6.868382391e-06,0.9860667982,8.843802482e-06,3
within_subjects_noise,Within-subjects noise,-0.08688427186,-0.08780104852,9.548964883e-08,0.984613155,1.383060614e-06,0.9945286378,9.142761855e-07,0.9956104804,1.171836648e-06,3
