row,MeanDiff,KMeans,LogReg,PCA,Random
MeanDiff,1,0.05696120354,0.7593787497,0.08946708981,0.04868093678
KMeans,0.05696120354,1,0.02606623275,0.986795764,0.02696575372
LogReg,0.7593787497,0.02606623275,1,0.03809140375,0.01886980679
PCA,0.08946708981,0.986795764,0.03809140375,1,0.03363448761
Random,0.04868093678,0.02696575372,0.01886980679,0.03363448761,1
