split,cosine
0,0.8094342384
1,0.7763680765
2,0.7857232335
3,0.8036844348
4,0.7880465779
5,0.7980860478
6,0.8093824916
7,0.8245143015
8,0.7626217307
9,0.7994943975
10,0.8202531065
11,0.8255291885
12,0.80486257
13,0.8005377937
14,0.8082634393
15,0.7991446112
16,0.7931120935
17,0.8270668999
18,0.8400947404
19,0.8111872806
20,0.7800351129
21,0.7938330514
22,0.8179449905
23,0.8061956842
24,0.848448074
25,0.7772615592
26,0.7823541126
27,0.790809975
28,0.7719218625
29,0.8006670753
30,0.8401324299
31,0.8302444068
32,0.8126078995
33,0.818247889
34,0.7750218774
35,0.8352799969
36,0.7757489074
37,0.7657133737
38,0.7702386456
39,0.8051851466
40,0.7945650936
41,0.8043201225
42,0.8124310622
43,0.8412427007
44,0.8331928357
45,0.8231356836
46,0.8155216043
47,0.8054062582
48,0.7869540655
49,0.8132515287
50,0.7904651051
51,0.7898762031
52,0.8253633685
53,0.7932982076
54,0.8182840419
55,0.7853561732
56,0.8086049224
57,0.7928495896
58,0.7665830345
59,0.7923799809
60,0.8064419326
61,0.8092737741
62,0.8195724313
63,0.8396464131
64,0.8130134576
65,0.775757606
66,0.8389311359
67,0.8024728676
68,0.8096817186
69,0.7665610444
70,0.7833110701
71,0.7942999271
72,0.7563090583
73,0.7958327403
74,0.7840090451
75,0.8204995574
76,0.7779796372
77,0.7613167607
78,0.7774354407
79,0.8071314464
80,0.782906608
81,0.7702786751
82,0.820490571
83,0.7895796197
84,0.8194740413
85,0.7944840118
86,0.758390258
87,0.8004257185
88,0.7658714161
89,0.8428783507
90,0.7626730162
91,0.7878114348
92,0.7742911674
93,0.7772363313
94,0.8185422025
95,0.7888403305
96,0.8254039182
97,0.7988040031
98,0.8229767992
99,0.8314008183
100,0.7670520369
101,0.757992552
102,0.8196138256
103,0.780203622
104,0.7897763712
105,0.7785406731
106,0.7618389979
107,0.7685282317
108,0.808328091
109,0.7746218917
110,0.8247729411
111,0.8046412406
112,0.812918198
113,0.7850074203
114,0.827997719
115,0.820812406
116,0.7800361368
117,0.8191519821
118,0.8198214088
119,0.7795673118
120,0.8154414328
121,0.8181101652
122,0.790374333
123,0.7685868853
124,0.8181893929
125,0.7848039892
126,0.8004885368
127,0.8084369067
128,0.8192199114
129,0.8542096653
130,0.8073799545
131,0.8011388524
132,0.7955266803
133,0.8166441176
134,0.7825874312
135,0.7962955645
136,0.8035152213
137,0.7883165193
138,0.8093914421
139,0.8188583254
140,0.8429920176
141,0.7803198415
142,0.7862610905
143,0.7561840235
144,0.7946888989
145,0.7799416475
146,0.8157831444
147,0.8461999576
148,0.8038763553
149,0.8079102532
150,0.7579027732
151,0.8366273183
152,0.7859591331
153,0.7933199237
154,0.8014648368
155,0.8201997988
156,0.7823002331
157,0.7970967571
158,0.8319812405
159,0.7730904692
160,0.8315749891
161,0.812839719
162,0.8069543091
163,0.7899631902
164,0.820282835
165,0.8344938456
166,0.8069826278
167,0.7970981171
168,0.7505441176
169,0.8299800772
170,0.8300528305
171,0.7871446969
172,0.8029962849
173,0.8037593273
174,0.7788823441
175,0.8236482624
176,0.7998855541
177,0.7923134419
178,0.8027776638
179,0.7813861927
180,0.7629625668
181,0.8397567662
182,0.8093261151
183,0.7817679474
184,0.8098816591
185,0.7729506902
186,0.8087507059
187,0.8052790988
188,0.8338804011
189,0.8153635189
190,0.7511196667
191,0.8147620455
192,0.7987633651
193,0.8177859781
194,0.7693837447
195,0.8021337826
196,0.8335620732
197,0.8261100898
198,0.7678148935
199,0.8578201669
200,0.8196813661
201,0.7710512473
202,0.798609113
203,0.7762900629
204,0.7871937392
205,0.8198032098
206,0.7529191555
207,0.8076693847
208,0.7997434752
209,0.8200351174
210,0.8192463448
211,0.7554510909
212,0.7945970077
213,0.7998379427
214,0.7963495216
215,0.8025190609
216,0.795383028
217,0.792520391
218,0.8003342663
219,0.8239899273
220,0.8014668487
221,0.8239702419
222,0.8090697263
223,0.7862232917
224,0.7528609436
225,0.8116437792
226,0.7816607192
227,0.8202700498
228,0.794940615
229,0.8065496682
230,0.8080572001
231,0.8148109311
232,0.8146125576
233,0.809434369
234,0.7966784279
235,0.8122543913
236,0.7971939214
237,0.8136075956
238,0.8040821385
239,0.8179421375
240,0.7466333282
241,0.7997187063
242,0.8195074138
243,0.8582477801
244,0.8077868707
245,0.825578267
246,0.7921706889
247,0.7955532364
248,0.8222411662
249,0.7847889198
250,0.7988955819
251,0.7845475557
252,0.827360341
253,0.8233586088
254,0.811357896
255,0.8178018242
256,0.8128907606
257,0.8016705587
258,0.7961545989
259,0.7955697736
260,0.8021210121
261,0.7671100691
262,0.7823155717
263,0.814387478
264,0.7547174151
265,0.8074986149
266,0.8264522706
267,0.7606940348
268,0.8184852
269,0.8448021197
270,0.7920235767
271,0.7718968143
272,0.8221955363
273,0.788694982
274,0.82180713
275,0.8127218588
276,0.827496827
277,0.8131999668
278,0.78742628
279,0.7993046629
280,0.7755464067
281,0.7997282461
282,0.7662561005
283,0.7671781838
284,0.7813777787
285,0.7898640774
286,0.7863533155
287,0.7807185832
288,0.7926418527
289,0.8020419112
290,0.8055745594
291,0.8106528302
292,0.7793059181
293,0.8339311589
294,0.817032839
295,0.8134628904
296,0.7745073408
297,0.8396576647
298,0.8189479482
299,0.8031261048
