row,MeanDiff,KMeans,LogReg,PCA,Random
MeanDiff,1,0.9080317926,0.2560546914,0.9086625077,0.009425297637
KMeans,0.9080317926,1,0.001393665682,0.9999777534,-0.01512069539
LogReg,0.2560546914,0.001393665682,1,0.001442325203,0.01782709673
PCA,0.9086625077,0.9999777534,0.001442325203,1,-0.01497316481
Random,0.009425297637,-0.01512069539,0.01782709673,-0.01497316481,1
