row,MeanDiff,KMeans,LogReg,PCA,Random
MeanDiff,1,0.9099369235,0.3365514605,0.9123306846,0.01034138303
KMeans,0.9099369235,1,0.01640421567,0.9999004493,-0.01366237415
LogReg,0.3365514605,0.01640421567,1,0.01993207821,0.02466940224
PCA,0.9123306846,0.9999004493,0.01993207821,1,-0.01320351752
Random,0.01034138303,-0.01366237415,0.02466940224,-0.01320351752,1
