step,r_half_mean,r_half_std,R_full_mean,R_full_std,n_seeds
positive-neutral,0.8269310607,0.0002437929908,0.9052679289,0.0001460838004,3
neutral-negative,0.9063114839,0.0001588090243,0.9508535063,8.74032479e-05,3
positive-negative,0.9228536725,0.0003166990123,0.9598792333,0.0001712981147,3
