step,r_half_mean,r_half_std,R_full_mean,R_full_std,n_seeds
positive-neutral,0.7391083638,0.003158218306,0.8499828766,0.002088696023,3
neutral-negative,0.8508695981,0.0004818527358,0.9194267968,0.0002812969703,3
positive-negative,0.8625694432,0.0009579453056,0.9262143433,0.0005522221183,3
