metric,point,mean,sd,ci_lo,ci_hi
midpoint_residual,0.6608865175,0.6662614753,0.02930308493,0.6102290819,0.7237068012
valence_offset,0.2321350814,0.2270658239,0.03413690448,0.1602568743,0.2938039583
markedness,0.6187764483,0.6254189909,0.02984111346,0.5687924137,0.6856483833
markedness_ratio,1.237552897,1.250837982,0.05968222692,1.137584827,1.371296767
apex_angle_deg,73.20412727,72.84471007,2.574313505,68.10016729,77.94192987
effective_vertices,4.917755507,4.948185702,0.174790503,4.618823286,5.286330635
step_cosine,-0.2889628362,-0.2946668818,0.04292512179,-0.372985073,-0.2089029507
