scenario_id,theta1_deg,theta2_deg,overlap
politeness-apology-003,19.82483309,77.47553649,0.4660034607
politeness-apology-013,16.7899058,76.14905097,0.4869344881
politeness-apology-043,22.14755054,85.86511139,0.4315376624
politeness-apology-057,41.0864672,70.63644024,0.3390122984
politeness-apology-065,16.26229676,64.7885385,0.5515112671
politeness-apology-067,19.02738867,75.46675483,0.4783413212
politeness-apology-081,15.90693349,65.71572308,0.547010419
politeness-apology-098,30.76810522,85.39226914,0.3723775441
politeness-bad-news-delivery-020,25.79187025,71.19913476,0.4572747345
politeness-bad-news-delivery-028,16.79864409,67.55193105,0.5311400039
politeness-bad-news-delivery-066,14.81090665,63.69269186,0.5655334132
politeness-bad-news-delivery-073,58.59919763,70.84890725,0.1895435637
politeness-complaint-030,15.4480442,60.08907034,0.5888524472
politeness-complaint-032,16.16339646,60.07996217,0.5856491399
politeness-complaint-040,15.34306592,51.33580882,0.6601532224
politeness-complaint-049,52.73124257,87.01248941,0.1847063136
politeness-complaint-063,17.28281365,77.31053931,0.4799959615
politeness-complaint-072,16.26533583,76.83612896,0.4867079756
politeness-complaint-089,17.2921525,58.37651994,0.5932865171
politeness-correction-002,17.92058591,77.79685181,0.4750012526
politeness-correction-005,27.24164165,63.18960095,0.4969534459
politeness-correction-007,33.8716938,68.16463023,0.4138588876
politeness-correction-024,21.90877366,88.21819224,0.4308704547
politeness-correction-027,50.977086,83.16378289,0.2053019483
politeness-correction-045,36.33283947,79.96404361,0.3396710328
politeness-correction-051,21.48483457,79.11844573,0.4507474703
politeness-correction-076,18.58487568,74.32167201,0.4857260759
politeness-correction-087,28.87102051,82.58440178,0.3917619577
politeness-criticism-or-feedback-023,25.31400029,81.22648209,0.4202207574
politeness-criticism-or-feedback-036,38.34690524,69.31704282,0.3699126276
politeness-criticism-or-feedback-041,22.90204174,71.04808453,0.4770177491
politeness-criticism-or-feedback-050,22.6139687,72.47640648,0.4714021883
politeness-criticism-or-feedback-054,24.06428436,77.28972684,0.4410699817
politeness-criticism-or-feedback-071,27.34726512,76.70770287,0.420915234
politeness-criticism-or-feedback-099,26.84072513,67.60480109,0.4706463135
politeness-criticism-or-feedback-100,20.26126073,71.87075205,0.4884484277
politeness-disagreement-012,25.63957163,69.96921053,0.4650433862
politeness-disagreement-035,27.95982314,45.88444037,0.6323717843
politeness-disagreement-047,42.20455223,78.9825325,0.2926173703
politeness-disagreement-048,31.77043814,53.85578015,0.5353334904
politeness-disagreement-075,23.65608262,62.8598564,0.5235457596
politeness-disagreement-086,36.75462293,77.00863806,0.3462336076
politeness-inquiry-sensitive-008,16.10570688,85.61238132,0.4644481471
politeness-inquiry-sensitive-009,43.74520925,84.68824465,0.2652316681
politeness-inquiry-sensitive-016,17.88546457,63.76197805,0.5505668562
politeness-inquiry-sensitive-092,34.4424645,80.90464344,0.3525548835
politeness-refusal-038,17.94864129,60.75854006,0.5718291832
politeness-refusal-058,16.85493354,56.14671562,0.6131271183
politeness-refusal-064,26.81672189,62.69975607,0.5034186835
politeness-refusal-069,24.41235278,85.01176843,0.4183714897
politeness-refusal-077,42.93631312,68.48384403,0.3352512508
politeness-refusal-080,32.3239176,77.45195895,0.3806457505
politeness-refusal-083,21.77481399,63.05395706,0.5338674771
politeness-refusal-090,32.72954777,55.08017143,0.5176735584
politeness-reminder-017,19.34067923,77.99699627,0.4667827466
politeness-reminder-018,16.88626634,62.33849136,0.5655754649
politeness-reminder-019,22.37458279,71.69999117,0.4768445843
politeness-reminder-021,52.66820528,88.5915492,0.1841805896
politeness-reminder-079,33.30738789,63.55525007,0.4483892642
politeness-reminder-094,16.42237633,68.43159959,0.5276049916
politeness-request-001,40.55229525,71.3975442,0.3395382861
politeness-request-006,17.71965756,56.6479255,0.6048127801
politeness-request-025,17.76982374,83.66982858,0.4595067532
politeness-request-029,23.95156798,74.60355887,0.4528406268
politeness-request-031,28.19915695,89.35090897,0.3884181829
politeness-request-037,31.88329973,48.48814888,0.5801425248
politeness-request-053,21.19179826,67.52270083,0.5077453708
politeness-request-056,19.40623396,77.72635887,0.4673957126
politeness-request-061,23.55993607,52.07213669,0.6090255955
politeness-request-074,21.04337419,84.91383826,0.4394624618
politeness-request-093,21.27975031,62.07517873,0.5438021971
politeness-request-097,16.95081144,63.85933782,0.5545528947
