space_slug,space,adjacent_raw,adjacent_dis_mean,adjacent_dis_std,R_full_positive_neutral_mean,R_full_positive_neutral_std,R_full_neutral_negative_mean,R_full_neutral_negative_std,R_full_positive_negative_mean,R_full_positive_negative_std,n_seeds
euclidean_raw,Euclidean (raw),-0.3205565471,-0.3508224086,0.0002346306515,0.8818794895,0.001188064199,0.9467292652,7.07342035e-05,0.9357933254,0.0006283142898,3
anisotropy_corrected,Anisotropy-corrected,-0.2081921573,-0.2425425871,0.0001951154193,0.804406191,0.001257118785,0.9159628703,0.0002794326248,0.9137291251,0.0003820862454,3
park_causal,Park causal,-0.3419550863,-0.3713065536,0.0002937067874,0.8919008359,0.001420759127,0.9509482522,5.96455912e-05,0.9381110439,0.000534703843,3
mahalanobis_lda,Mahalanobis / LDA,-0.1027970839,-0.1042342487,1.180767124e-07,0.9795964288,2.257455473e-06,0.9928725762,1.515160167e-07,0.9941496143,1.180338063e-06,3
within_subjects_noise,Within-subjects noise,-0.1040068175,-0.1046104125,1.836146326e-08,0.9914823928,4.500240105e-07,0.996985356,1.830846525e-07,0.9975386637,3.725182456e-07,3
