component,variance_ratio,cumulative
1,0.9309866074,0.9309866074
2,0.01156666072,0.9425532681
3,0.006260685943,0.948813954
4,0.00329269453,0.9521066485
5,0.00316009233,0.9552667409
6,0.002446044393,0.9577127853
7,0.00229507576,0.960007861
8,0.001581829346,0.9615896904
