sim,step_cosine,midpoint_residual
0,0.9093901283,0.1154151512
1,0.9177021877,0.1037007547
2,0.9381237433,0.09007361807
3,0.9183572361,0.1042324632
4,0.9284212217,0.09962231071
5,0.9070540486,0.1106060568
6,0.9351570114,0.09345580093
7,0.9330898007,0.09432283867
8,0.929217373,0.09733305887
9,0.9209164595,0.1017972429
10,0.9219131106,0.1008108945
11,0.9353814731,0.09146655945
12,0.9125801464,0.1086941413
13,0.9031806127,0.1142789914
14,0.914360464,0.1062904935
15,0.9248327969,0.09932881824
16,0.9155545129,0.1050330666
17,0.9322135167,0.09412179427
18,0.921545527,0.104865415
19,0.9214413348,0.1011745603
20,0.9177044569,0.1051055839
21,0.9358188865,0.0910979537
22,0.923030657,0.100524884
23,0.9279583419,0.09665250598
24,0.9138860085,0.1064734342
25,0.9178787897,0.1035570091
26,0.9122381826,0.1071375067
27,0.8823701941,0.1312103457
28,0.9201599364,0.1025077023
29,0.9198570068,0.1038353163
30,0.9332315861,0.09295725166
31,0.9217472737,0.1009394037
32,0.9312466095,0.09435250493
33,0.9060061392,0.1135831315
34,0.919718648,0.1027449129
35,0.9137232388,0.1070854568
36,0.9259276009,0.09819100626
37,0.9143837065,0.1058143487
38,0.9281064846,0.0976941718
39,0.894631256,0.1180923765
40,0.8992658278,0.1157450586
41,0.889878232,0.1219494363
42,0.9034670848,0.1152775975
43,0.9045753526,0.1121313579
44,0.9174016455,0.1037765499
45,0.9422948918,0.086195039
46,0.9143136122,0.1083230374
47,0.9259308224,0.09831868181
48,0.8849871052,0.1238377992
49,0.9079617081,0.1100010232
50,0.9206673673,0.1036632791
51,0.9300190424,0.09563454887
52,0.9366057253,0.09097707137
53,0.9049564782,0.1119521791
54,0.9318443762,0.09417820473
55,0.9144829451,0.1063600152
56,0.9124136885,0.1082114789
57,0.9399419134,0.08837399281
58,0.9264020032,0.09868216368
59,0.9150378159,0.1056268921
60,0.9148419823,0.1055773208
61,0.8995647026,0.1149844418
62,0.9193040458,0.102728701
63,0.9110649617,0.1078895175
64,0.908184411,0.1107009332
65,0.9146009997,0.1056960756
66,0.9269843447,0.09849739549
67,0.915243073,0.1088975839
68,0.9086655995,0.1107173365
69,0.9108556707,0.1083775044
70,0.9112258084,0.1078703103
71,0.9108774615,0.1087416273
72,0.9112432368,0.1077560912
73,0.9191752841,0.1030866945
74,0.9023414577,0.113304304
75,0.9343606051,0.09218032625
76,0.9268862612,0.09841230722
77,0.9280350328,0.09795976952
78,0.9201955399,0.10354722
79,0.9048946875,0.1117815047
80,0.9171437074,0.1050395797
81,0.933489659,0.09437319303
82,0.9190522209,0.1026969179
83,0.9317899696,0.09526282621
84,0.9079386715,0.1117244416
85,0.9195251618,0.102378438
86,0.8814325331,0.125523093
87,0.9120908446,0.1074248864
88,0.908816947,0.1120527582
89,0.9216756877,0.1048797436
90,0.9218342158,0.1010043977
91,0.9315651695,0.09430184249
92,0.9156307022,0.1050215421
93,0.9406581847,0.08776330847
94,0.8912979401,0.1199469162
95,0.9125831821,0.1125638076
96,0.9127469041,0.1070547951
97,0.9121133713,0.1086797569
98,0.9434502029,0.08608572254
99,0.9140631773,0.1059498351
100,0.9251188535,0.09868081833
101,0.9271365884,0.09722289552
102,0.9260266705,0.09808269295
103,0.9152003232,0.105354773
104,0.9289952239,0.09632676009
105,0.9161411529,0.10469718
106,0.9087336487,0.1109645689
107,0.8921884301,0.1195956217
108,0.9226539702,0.1002885226
109,0.9264965802,0.09769279847
110,0.9057787423,0.1121463656
111,0.9226131876,0.1015645764
112,0.9116035816,0.1090835111
113,0.937490007,0.09496306179
114,0.9167273771,0.1043133063
115,0.9227593749,0.1025746682
116,0.9058415101,0.1115439723
117,0.9342417077,0.09219151344
118,0.9257578561,0.0982769659
119,0.9304495561,0.09498897523
120,0.9221510213,0.1012982908
121,0.9193231993,0.1025109967
122,0.9113112712,0.1083875058
123,0.8939132256,0.1183488559
124,0.8956646635,0.1184806182
125,0.9010144659,0.118084286
126,0.9135707634,0.1083834416
127,0.9207536439,0.1016876992
128,0.9272358909,0.1014292711
129,0.9368878704,0.09040073771
130,0.9325767073,0.09416788222
131,0.9270706873,0.1014877955
132,0.9323301868,0.09399439659
133,0.9252692124,0.09933344324
134,0.8962498194,0.1169559122
135,0.8968927802,0.11729264
136,0.93870457,0.08898013236
137,0.9114122101,0.10782632
138,0.9468399718,0.08328384837
139,0.9100412321,0.1085411683
140,0.9361552339,0.09080597292
141,0.9083135754,0.1107845713
142,0.9340269313,0.09265745629
143,0.91108471,0.1083708741
144,0.9207850361,0.1076516781
145,0.9312995274,0.09488860849
146,0.9199145135,0.1022345717
147,0.9126445483,0.1074698615
148,0.9106405471,0.1083616912
149,0.9109444534,0.1086815863
150,0.901311329,0.1139158974
151,0.9071404719,0.1107131065
152,0.9089281922,0.1124650545
153,0.9439379008,0.0861706947
154,0.9236527259,0.09961041004
155,0.8986466188,0.1163521585
156,0.9174187801,0.1047174703
157,0.9140494468,0.1085936729
158,0.9335801139,0.09366754014
159,0.9462149941,0.08342723053
160,0.9223152278,0.1006117975
161,0.8981157345,0.1161674797
162,0.928081467,0.09683541757
163,0.9204382939,0.1017735197
164,0.8754502604,0.1294118294
