metric,observed,null_mean,null_sd,null_min,null_max,p_value,n_sim
step_cosine,-0.2286176702,0.91848403,0.01478433483,0.8550529796,0.950770284,0.000999000999,1000
midpoint_residual,0.6132179736,0.1035903277,0.009837529247,0.07943132682,0.1397976709,0.000999000999,1000
