component,variance_ratio,cumulative
1,0.1773400664,0.1773400664
2,0.09430859469,0.2716486611
3,0.04675311193,0.318401773
4,0.03307708376,0.3514788568
5,0.02903823365,0.3805170904
6,0.02347331761,0.403990408
7,0.02280408782,0.4267944958
8,0.02045486272,0.4472493586
