component,variance_ratio,cumulative
1,0.1805950513,0.1805950513
2,0.1202290143,0.3008240657
3,0.06577544507,0.3665995107
4,0.04979316595,0.4163926767
5,0.03700976049,0.4534024372
6,0.03228981388,0.485692251
7,0.02589724725,0.5115894983
8,0.02272980809,0.5343193064
