scenario_id,theta1_deg,theta2_deg,overlap
politeness-apology-003,29.04154842,80.86516839,0.3947742938
politeness-apology-013,24.52359362,82.65215768,0.4220375965
politeness-apology-043,31.07024318,71.33811517,0.4180207996
politeness-apology-057,50.79199072,73.6047743,0.2396347707
politeness-apology-065,26.82454679,63.82894547,0.495445907
politeness-apology-067,26.06532695,73.9249394,0.4418015507
politeness-apology-081,21.51034698,58.00032488,0.5731814979
politeness-apology-098,45.43722624,69.13270813,0.3096255011
politeness-bad-news-delivery-020,31.3222005,65.29877541,0.4521924698
politeness-bad-news-delivery-028,24.71936448,66.96275636,0.4891345584
politeness-bad-news-delivery-066,20.03562565,65.03584028,0.5303747561
politeness-bad-news-delivery-073,45.34757254,70.97570109,0.300094864
politeness-complaint-030,22.8636065,56.48674076,0.5769425597
politeness-complaint-032,21.96059457,61.24330406,0.5457980407
politeness-complaint-040,22.98960223,55.29904181,0.5857772675
politeness-complaint-049,34.17559581,49.7700956,0.5507942627
politeness-complaint-063,26.41107274,77.36109406,0.4250108058
politeness-complaint-072,26.33401886,78.14100472,0.4227239299
politeness-complaint-089,26.67126871,52.84170468,0.5816770133
politeness-correction-002,30.57160098,58.30192772,0.5087007191
politeness-correction-005,49.49634817,61.13311649,0.3274593337
politeness-correction-007,32.1826616,82.32508744,0.3670759735
politeness-correction-024,31.45817017,82.3678772,0.3726422777
politeness-correction-027,48.20398475,69.68827927,0.2823469624
politeness-correction-045,51.6709869,85.9798978,0.1947668063
politeness-correction-051,43.1466304,79.25483303,0.2835425747
politeness-correction-076,30.77337293,75.10186545,0.4021609472
politeness-correction-087,37.01451162,77.33870814,0.3428090901
politeness-criticism-or-feedback-023,40.42074538,85.97776545,0.2922516392
politeness-criticism-or-feedback-036,50.53905695,65.82207852,0.2858376383
politeness-criticism-or-feedback-041,37.77584214,81.93510808,0.3222179263
politeness-criticism-or-feedback-050,42.32816991,79.3382528,0.29039678
politeness-criticism-or-feedback-054,33.43882094,72.1758049,0.3950217984
politeness-criticism-or-feedback-071,32.91816206,76.75120859,0.3785978762
politeness-criticism-or-feedback-099,45.8055902,72.26195096,0.2893814014
politeness-criticism-or-feedback-100,30.80278096,85.72257736,0.3716662234
politeness-disagreement-012,40.22129722,69.94954026,0.3502811586
politeness-disagreement-035,31.19247652,63.05567816,0.4685430648
politeness-disagreement-047,51.59392626,81.65895824,0.2034858102
politeness-disagreement-048,42.3700216,57.04248367,0.4208959302
politeness-disagreement-075,39.61209784,63.45579095,0.3965961552
politeness-disagreement-086,53.95763047,77.24394718,0.197473907
politeness-inquiry-sensitive-008,22.80434416,83.18923159,0.4319206113
politeness-inquiry-sensitive-009,51.94373216,89.28422885,0.1900741143
politeness-inquiry-sensitive-016,29.39180745,61.64154106,0.4923738993
politeness-inquiry-sensitive-092,50.41083276,78.98903901,0.221301701
politeness-refusal-038,28.38339031,62.3404342,0.4947608267
politeness-refusal-058,24.73450753,57.20489125,0.5591498154
politeness-refusal-064,30.27245055,66.68659139,0.4512484931
politeness-refusal-069,42.47468513,82.89693555,0.2796542244
politeness-refusal-077,48.4585107,83.12294867,0.2270607977
politeness-refusal-080,49.26603631,80.11328285,0.2276498153
politeness-refusal-083,60.23304628,62.85935102,0.2272913452
politeness-refusal-090,46.25944848,71.35624839,0.2901113702
politeness-reminder-017,29.12996001,80.66881393,0.3946615146
politeness-reminder-018,26.92211243,58.59856329,0.5332323255
politeness-reminder-019,29.69958495,60.15029458,0.5011293461
politeness-reminder-021,30.89650749,66.82395321,0.4456083504
politeness-reminder-079,39.42994395,65.24415599,0.3859789986
politeness-reminder-094,25.14229811,69.68595941,0.4700055948
politeness-request-001,56.24401744,76.22439571,0.1827279308
politeness-request-006,26.33448478,66.77641382,0.4793490092
politeness-request-025,27.30610655,70.91956595,0.4482070842
politeness-request-029,39.66995202,74.75627136,0.3308104942
politeness-request-031,40.22034674,82.15032795,0.3008433929
politeness-request-037,49.15392872,72.68896416,0.2581476345
politeness-request-053,29.49994248,68.63755241,0.4451049831
politeness-request-056,28.75396179,69.83865222,0.443692725
politeness-request-061,32.62233227,50.69270929,0.5553341106
politeness-request-074,33.72974075,71.0923729,0.3983362201
politeness-request-093,37.4284866,65.76618443,0.3995466015
politeness-request-097,25.46412452,64.25892133,0.5018836972
