method,raw_mean,raw_sd,centered_mean,centered_sd,paper_ref
MeanDiff,0.5207792208,0.03355781219,0.5897186147,0.07917641224,
KMeans,0.516017316,0.03121051506,0.5778138528,0.08037155336,
LogReg,0.9506493506,0.01575186615,0.9906926407,0.008707918913,
PCA,0.516017316,0.03121051506,0.5778138528,0.08037155336,
