frac_valence_1d,frac_plane_2d,neutral_markedness_sign_frac,markedness_r_half_mean,markedness_r_half_std,markedness_R_full_mean,markedness_R_full_std,shared_bend_r2_cv_mean,shared_bend_r2_cv_std,shared_bend_frac_scenarios_improved_mean,shared_bend_frac_scenarios_improved_std,n_seeds
0.1330632947,0.2163507812,0.9722222222,0.827072983,0.0009762136661,0.9053527696,0.0005848725598,0.1301935042,0.0001859058196,0.8148148148,0.008018753687,3
