row,MeanDiff,KMeans,LogReg,PCA,Random
MeanDiff,1,0.9992596562,0.7738737385,0.9872811034,0.008062915759
KMeans,0.9992596562,1,0.7593436129,0.9902361314,0.008287790396
LogReg,0.7738737385,0.7593436129,1,0.6972037196,0.003617978459
PCA,0.9872811034,0.9902361314,0.6972037196,1,0.00645554224
Random,0.008062915759,0.008287790396,0.003617978459,0.00645554224,1
