space_slug,space,adjacent_raw,adjacent_dis_mean,adjacent_dis_std,R_full_positive_neutral_mean,R_full_positive_neutral_std,R_full_neutral_negative_mean,R_full_neutral_negative_std,R_full_positive_negative_mean,R_full_positive_negative_std,n_seeds
euclidean_raw,Euclidean (raw),-0.4919420571,-0.5388792277,0.0006402533042,0.8819484225,0.001967071568,0.9449372915,0.0004113527487,0.9149403509,0.001754958703,3
anisotropy_corrected,Anisotropy-corrected,-0.300067157,-0.3592188787,0.0006661401259,0.7782499834,0.002939168884,0.8966080529,0.0006333887009,0.889078964,0.001335086944,3
park_causal,Park causal,-0.5046713574,-0.5550085727,0.0008854390247,0.8729544054,0.002554532173,0.947171039,0.0006215572645,0.9168717191,0.001668187161,3
mahalanobis_lda,Mahalanobis / LDA,-0.142827564,-0.1475675747,1.164928566e-06,0.9528809005,1.167409736e-05,0.9831132671,4.274773786e-06,0.9856707554,7.013551505e-06,3
within_subjects_noise,Within-subjects noise,-0.1046435681,-0.1058746236,1.518188504e-07,0.9827324326,2.173220385e-06,0.9940449682,6.848660526e-07,0.9951079871,9.961483842e-07,3
