metric,point,mean,sd,ci_lo,ci_hi
midpoint_residual,2.03215369,1.823135328,0.4012093125,1.058900859,2.640303692
valence_offset,0.7636849241,0.5373939563,0.6143385926,-0.710456549,1.43674541
markedness,1.883197801,1.609059165,0.4793108183,0.7142433632,2.556103805
markedness_ratio,3.766395601,3.21811833,0.9586216365,1.428486726,5.11220761
apex_angle_deg,25.89213182,28.47438432,6.80572125,19.42143984,45.90646776
effective_vertices,13.90383776,13.27139113,2.774235666,7.842032382,18.53622064
step_cosine,-0.8996177546,-0.8730699023,0.06538315222,-0.9430982845,-0.6958317233
