metric,observed,null_mean_mean,null_mean_std,null_sd_mean,null_sd_std,p_value_mean,p_value_std,n_seeds
spearman,0.7391236512,-0.01130388747,0.007137733027,0.1222571565,0.00434111939,0.009900990099,0,3
kendall,0.5826420777,-0.008821021438,0.005532766041,0.09428754649,0.003456712595,0.009900990099,0,3
probe_r2,0.8298266857,-0.4941393749,0.02378640779,0.1810693837,0.008523294092,0.009900990099,0,3
monotone_fraction,0.5833333333,0.3150925926,0.004449505216,0.0552399324,0.00276739557,0.009900990099,0,3
midpoint_residual_median,0.7458265502,0.8334682459,0.0009624900676,0.0307994801,0.001043124364,0.009900990099,0,3
pc1_frac_centroids,0.7576465126,0.6201382809,0.005279729176,0.06406850174,0.003125350883,0.03300330033,0.0151240122,3
