metric,observed,null_mean,null_sd,p_value
spearman,0.8414260758,-0.009788295991,0.1194039475,0.009900990099
kendall,0.7010438727,-0.007586134566,0.09224547032,0.009900990099
probe_r2,0.8532517788,-0.4117429556,0.1737445856,0.009900990099
monotone_fraction,0.8055555556,0.3558333333,0.07385753282,0.009900990099
midpoint_residual_median,0.7168977917,0.8423936932,0.02553345686,0.009900990099
pc1_frac_centroids,0.7821730053,0.5995615234,0.06022113375,0.0297029703
