method,raw_mean_mean,raw_mean_std,raw_sd_mean,raw_sd_std,centered_mean_mean,centered_mean_std,centered_sd_mean,centered_sd_std,paper_ref,n_seeds
MeanDiff,0.8897186147,0,0.05764894609,8.498374722e-18,0.9766233766,0,0.01669054342,0,,3
KMeans,0.5218253968,0.0309815678,0.05797308684,0.02984783964,0.975036075,0.001374643509,0.01603298469,0.0005694625675,,3
LogReg,0.9621212121,0,0.01760114282,0,0.9976190476,1.359739956e-16,0.004761904762,0,,3
PCA,0.7727272727,0,0.0188479549,0,0.9718614719,0,0.01232056231,0,,3
