metric,observed,null_mean,null_sd,p_value
spearman,0.895441756,-0.005487956736,0.1190886483,0.009900990099
kendall,0.7635600205,-0.004429805825,0.091979642,0.009900990099
probe_r2,0.9155305361,-0.4523910827,0.1757693417,0.009900990099
monotone_fraction,0.8888888889,0.3168055556,0.07385529033,0.009900990099
midpoint_residual_median,0.7271230984,0.8484312988,0.02397137785,0.009900990099
pc1_frac_centroids,0.7147334349,0.6117588868,0.05822517152,0.06930693069
