method,raw_mean,raw_sd,centered_mean,centered_sd,paper_ref
MeanDiff,0.666593784,0.0948824073,0.7484289271,0.09993738823,0.8
KMeans,0.4984270138,0.01818143094,0.5283555493,0.05368645111,0.78
LogReg,0.9717249413,0.0093562847,0.9954521964,0.005572296153,0.89
PCA,0.4984270138,0.01818143094,0.5283555493,0.05368645111,0.81
