row,MeanDiff_mean,MeanDiff_std,KMeans_mean,KMeans_std,LogReg_mean,LogReg_std,PCA_mean,PCA_std,Random_mean,Random_std,n_seeds
MeanDiff,1,0,0.1165872769,0,0.7730980322,0,0.1193259052,1.699674944e-17,0.02023840847,0.02474610834,3
KMeans,0.1165872769,0,1,0,-0.001840351261,0,0.9999286936,1.359739956e-16,0.03425275282,0.02832973819,3
LogReg,0.7730980322,0,-0.001840351261,0,1,0,-0.0003255900518,0,0.0148029464,0.02750268824,3
PCA,0.1193259052,1.699674944e-17,0.9999286936,1.359739956e-16,-0.0003255900518,0,1,0,0.03431970867,0.02843590753,3
Random,0.02023840847,0.02474610834,0.03425275282,0.02832973819,0.0148029464,0.02750268824,0.03431970867,0.02843590753,1,0,3
