metric,observed,null_mean,null_sd,null_min,null_max,p_value,n_sim
step_cosine,-0.8996177519,0.6169441726,0.3804708454,-0.7103065082,0.9877672939,0.000999000999,1000
midpoint_residual,2.03215351,0.2516494319,0.1744881936,0.04175856975,1.214366602,0.000999000999,1000
