perm,spearman,kendall,probe_r2,monotone_fraction,midpoint_residual_median,pc1_frac_centroids
0,-0.0005456129315,-0.00115770644,-0.3627917446,0.2777777778,0.7850060677,0.5630729686
1,0.03746542129,0.03031085953,-0.742023867,0.3472222222,0.8135921256,0.5346528916
2,0.08811648843,0.06840992603,-0.6274687028,0.2222222222,0.83199592,0.6131038354
3,-0.03564671152,-0.02715347833,-0.3636342856,0.2222222222,0.8230838801,0.6265489303
4,0.02355229154,0.01831281097,-0.4541166603,0.2638888889,0.83199592,0.623596938
5,0.06647384215,0.05209678982,-0.5808583873,0.2916666667,0.8050355919,0.6442040945
6,-0.0644732614,-0.0502023611,-0.2164453354,0.3333333333,0.7921733626,0.5308735232
7,0.09466384361,0.07356698199,-0.4239033606,0.1805555556,0.8686600189,0.5878113406
8,-0.06510980982,-0.05009711506,-0.7384652828,0.2638888889,0.8443498055,0.5256090806
9,-0.04464932489,-0.03420496301,-0.4029045834,0.3333333333,0.8414664369,0.5700205919
10,0.04528587331,0.03652037589,-0.4487314683,0.3194444444,0.8135921256,0.5586294238
11,-0.1003018439,-0.07809256171,-0.6532699494,0.2638888889,0.7583746901,0.709762663
12,0.001000290374,-0.002315412881,-0.4966195459,0.2638888889,0.7846794999,0.6850269087
13,0.08293316558,0.06420008443,-0.2614824162,0.3611111111,0.9154749351,0.5558735458
14,-0.01709587185,-0.01262952481,-0.6661786705,0.2777777778,0.8358511851,0.6124980474
15,-0.002364322703,-0.001683936641,-0.4239468038,0.3333333333,0.8375746102,0.6454734861
16,0.2284299473,0.1762871171,-0.3729176349,0.3194444444,0.8592063878,0.7048830256
17,-0.03273677589,-0.02589052585,-0.3752092149,0.3472222222,0.8233492508,0.5789170251
18,-0.1189436191,-0.0914588088,-0.507279864,0.3888888889,0.7859314668,0.5834191692
19,0.1484067174,0.1165073663,-0.432400789,0.2638888889,0.8304276195,0.6596684733
20,0.1309471036,0.1008257064,-0.4451485128,0.2777777778,0.8094913878,0.6716318436
21,0.0445583894,0.03441545509,-0.4988453164,0.3333333333,0.8333101296,0.6671310454
22,0.0629273581,0.04872891654,-0.7216453677,0.3611111111,0.8314065287,0.6181027025
23,-0.01727774283,-0.01378723125,-0.3423238592,0.3333333333,0.8774461771,0.6140467599
24,-0.06829255192,-0.05220203586,-0.4678272578,0.3472222222,0.8333055154,0.6661034676
25,-0.06729226155,-0.05451744874,-0.5411384935,0.3333333333,0.7676593569,0.7030900821
26,-0.1637748149,-0.126084756,-0.7585665108,0.2638888889,0.8247633137,0.5354926467
27,-0.06711039057,-0.05136006754,-0.5766137404,0.3472222222,0.8733133062,0.5713994165
28,0.02555287229,0.02062822385,-0.314530569,0.4027777778,0.8199462274,0.6087498858
29,-0.1133056188,-0.08735421323,-0.5498657378,0.2777777778,0.8839423062,0.5213796008
30,0.1049395538,0.08135518895,-0.5390364245,0.3055555556,0.8292594728,0.6380707629
31,0.05292445435,0.04030923334,-0.2234651874,0.2777777778,0.8881236398,0.6646381863
32,0.1902370421,0.1478706863,-0.5046224231,0.3055555556,0.8180878922,0.5336324848
33,-0.02791719499,-0.02125970009,-0.4572541233,0.3333333333,0.8156177107,0.6102093571
34,0.02237013019,0.01715510453,-0.5941394253,0.2916666667,0.8380333052,0.5675445039
35,0.03882945362,0.03010036745,-0.5964607021,0.3611111111,0.8443498055,0.552534399
36,-0.1206713933,-0.09387946772,-0.5027162239,0.3194444444,0.8299914667,0.5420140569
37,-0.05328819631,-0.04304563038,-0.7021404297,0.2916666667,0.8174621911,0.5569047278
38,-0.06856535839,-0.0512548215,-0.5919989931,0.3055555556,0.841007742,0.5706494135
39,-0.1625926536,-0.1253480337,-0.9283061435,0.2083333333,0.8172832896,0.5108639334
40,0.02609848522,0.02125970009,-0.5292642156,0.25,0.8284231662,0.6102788603
41,0.007002032621,0.005788532202,-0.5731717934,0.3055555556,0.8174621911,0.5580944458
42,0.1126690703,0.08682798303,-0.5804658097,0.2638888889,0.8601266901,0.6194942181
43,-0.02036954944,-0.01620789017,-0.6088821246,0.2916666667,0.7881604055,0.5513261043
44,-0.03319145333,-0.02620626397,-0.3144999001,0.25,0.897419817,0.7418234414
45,0.05501597059,0.04325612246,-0.4920572864,0.3333333333,0.8782759749,0.6778366945
46,-0.03446455017,-0.02715347833,-0.4221407682,0.4305555556,0.8316950617,0.5411614656
47,0.03510109859,0.02715347833,-0.6524365451,0.2916666667,0.7779322483,0.6875297337
48,0.1573183952,0.1214539302,-0.6460434917,0.3333333333,0.8593882878,0.6186997644
49,-0.1711405895,-0.1319785342,-0.5831670106,0.3888888889,0.8375746102,0.606760846
50,-0.02291574312,-0.01736559661,-0.1888774725,0.3333333333,0.841007742,0.5463531644
51,0.1340389102,0.102404397,-0.6208811933,0.2638888889,0.8368061182,0.6736916239
52,0.008275129461,0.006840992603,-0.7127712731,0.3333333333,0.8285286328,0.5645186815
53,-0.09857406962,-0.07661911715,-0.5272307314,0.4027777778,0.8199462274,0.5877179724
54,-0.05483409961,-0.04188792394,-0.5841402512,0.3611111111,0.8722366903,0.5221954075
55,0.0207332914,0.01683936641,-0.4383110582,0.2361111111,0.8334155963,0.6432872287
56,0.1349482651,0.1030358732,-0.4331682471,0.3472222222,0.8722366903,0.5910594656
57,0.03555577603,0.02725872437,-0.2385091481,0.4305555556,0.8368061182,0.5744358475
58,0.278808208,0.2116497865,-0.5217807481,0.2222222222,0.8370917606,0.7933867533
59,0.1293102648,0.09766832516,-0.109612767,0.3888888889,0.8155438726,0.5959847455
60,0.290720757,0.2196484856,-0.6841781137,0.2361111111,0.8980055202,0.7753635676
61,-0.2063326236,-0.1598687348,-0.6990648627,0.3194444444,0.8375746102,0.5277519548
62,0.09684629534,0.07525091863,-0.5348994685,0.2916666667,0.8159881449,0.6429924544
63,-0.2575293037,-0.199651738,-0.3962951723,0.2777777778,0.9412569882,0.719269001
64,0.05938087404,0.04630825762,-0.3725842805,0.2916666667,0.7895180656,0.5980050937
65,-0.2488904322,-0.1908110706,-0.7421163241,0.3472222222,0.8605153452,0.603231233
66,-0.2752617239,-0.2121760167,-1.000937878,0.4305555556,0.8380333052,0.6140818093
67,-0.1277643615,-0.097247341,-0.2728889197,0.3055555556,0.8333055154,0.544102112
68,-0.1219444902,-0.09651061872,-0.5788850465,0.3194444444,0.8347146423,0.613480154
69,-0.1055761022,-0.08103945083,-0.8761917697,0.3194444444,0.8782759749,0.6495685757
70,-0.02264293666,-0.01536592185,-0.2678235728,0.2361111111,0.8182667938,0.5260706673
71,-0.1131237478,-0.08693322907,-0.5407178803,0.3194444444,0.7864130906,0.5709115692
72,0.1560452984,0.1146129376,-0.4430584032,0.2916666667,0.8830235275,0.7096645828
73,0.0549250351,0.04251940018,-0.5776418649,0.2083333333,0.8375980109,0.6202815207
74,-0.2318854959,-0.1810231889,-0.6457752609,0.375,0.8148410005,0.6046836494
75,0.2225191406,0.1706038309,-0.2248670164,0.2361111111,0.8478016349,0.6805420145
76,-0.02009674298,-0.01483969165,-0.6480705853,0.3333333333,0.8174621911,0.7160833605
77,-0.0334642598,-0.02399609713,-0.8376889181,0.3333333333,0.8531671033,0.5543858801
78,-0.2710786915,-0.207650437,-0.4125381902,0.3333333333,0.8333055154,0.6751661727
79,0.06001742246,0.04715022594,-0.4584314655,0.2638888889,0.7895674284,0.6103866305
80,0.1869633645,0.1462919957,-0.04342097139,0.3194444444,0.8314065287,0.616536912
81,0.02909935635,0.02157543821,-0.6309305259,0.2777777778,0.8541801472,0.6383535222
82,0.09684629534,0.07377747407,-0.7099904302,0.25,0.8604013318,0.7194727843
83,-0.04492213136,-0.03441545509,-0.4291882507,0.3611111111,0.7886924571,0.6725767209
84,-0.111305038,-0.08682798303,-0.8166479226,0.3888888889,0.8174621911,0.5414613616
85,0.2018767846,0.1549221709,-0.3617819651,0.3194444444,0.8050677847,0.7552494214
86,0.08466093987,0.0628318859,-0.7462299294,0.2916666667,0.83199592,0.5626489991
87,0.03310051784,0.02736397041,-0.5370469727,0.2777777778,0.8050677847,0.6223954084
88,0.1547722016,0.1200857317,-0.4893726471,0.2777777778,0.8241538535,0.7169271038
89,0.02136983982,0.01641838225,-0.5680486387,0.3472222222,0.80398158,0.6358763014
90,0.09448197263,0.07325124387,-0.3424148288,0.2638888889,0.8722990877,0.5826423776
91,-0.1360394909,-0.1061932544,-0.6915032425,0.4027777778,0.8023350622,0.577839013
92,-0.09329981128,-0.07156730723,-0.5834578191,0.2916666667,0.8172832896,0.6902948137
93,0.05001451872,0.03999349522,-0.5718057606,0.3055555556,0.8005557868,0.6629891832
94,0.04974171225,0.03999349522,-0.112274994,0.3194444444,0.8154388092,0.5972369505
95,-0.1650479118,-0.1266109862,-0.5476654308,0.3888888889,0.8292594728,0.6090226036
96,-0.2114250109,-0.1652362829,-0.6526951369,0.3472222222,0.8300969334,0.5427768612
97,-0.06520074531,-0.04936039278,-0.522685994,0.2777777778,0.8229784134,0.5946184864
98,0.03137274356,0.02399609713,-0.6087296683,0.2777777778,0.8572828987,0.570180389
99,-0.1986031071,-0.1510280675,-0.6088754203,0.3472222222,0.8285286328,0.6049891834
