frac_valence_1d,frac_plane_2d,neutral_markedness_sign_frac,markedness_r_half,markedness_R_full,shared_bend_r2_cv,shared_bend_frac_scenarios_improved
0.1665266245,0.2635289968,0.9861111111,0.8794698704,0.9358701453,0.1670134021,0.8333333333
