row,MeanDiff,KMeans,LogReg,PCA,Random
MeanDiff,1,0.9997438594,0.8354776559,0.992107319,0.0248968105
KMeans,0.9997438594,1,0.8304184517,0.9925424102,0.02474478507
LogReg,0.8354776559,0.8304184517,1,0.7834148192,0.01669309131
PCA,0.992107319,0.9925424102,0.7834148192,1,0.02634488621
Random,0.0248968105,0.02474478507,0.01669309131,0.02634488621,1
