row,positive-neutral_mean,positive-neutral_std,neutral-negative_mean,neutral-negative_std,positive-negative_mean,positive-negative_std,n_seeds
positive-neutral,1,0,-0.4544571831,0.0004187966504,0.2582460953,0.0003427905888,3
neutral-negative,-0.4544571831,0.0004187966504,1,0,0.8699453009,0.0003660740047,3
positive-negative,0.2582460953,0.0003427905888,0.8699453009,0.0003660740047,1,0,3
