row,col,cosine_mean,cosine_std,n_seeds
positive-neutral,positive-neutral,1,0,3
positive-neutral,neutral-negative,-0.285477027,1.988013133e-05,3
positive-neutral,positive-negative,0.3727465687,3.2099266e-05,3
neutral-negative,positive-neutral,-0.285477027,1.988013133e-05,3
neutral-negative,neutral-negative,1,0,3
neutral-negative,positive-negative,0.8297946238,3.052316564e-05,3
positive-negative,positive-neutral,0.3727465687,3.2099266e-05,3
positive-negative,neutral-negative,0.8297946238,3.052316564e-05,3
positive-negative,positive-negative,1,0,3
