method,raw_mean_mean,raw_mean_std,raw_sd_mean,raw_sd_std,centered_mean_mean,centered_mean_std,centered_sd_mean,centered_sd_std,paper_ref,n_seeds
MeanDiff,0.7562015627,1.359739956e-16,0.04179850385,0,0.8358181114,0,0.0557705498,8.498374722e-18,,3
KMeans,0.5055387205,0.01910035001,0.04379824026,0.003026079079,0.7793843194,0.004082682655,0.05469610405,0.00275460091,,3
LogReg,0.7955244078,0,0.01992015373,0,0.92645356,0,0.02692480525,0,,3
PCA,0.5656189068,0,0.03663455048,0,0.7764563756,0,0.06131999575,0,,3
