row,MeanDiff_mean,MeanDiff_std,KMeans_mean,KMeans_std,LogReg_mean,LogReg_std,PCA_mean,PCA_std,Random_mean,Random_std,n_seeds
MeanDiff,1,0,0.0716102881,0.003220488989,0.4915688106,0,0.2304828082,9.46085995e-07,0.02293930516,0.01978995069,3
KMeans,0.0716102881,0.003220488989,1,0,0.008048515533,0.001763718142,0.9551606609,0.003351098384,0.02704637356,0.02338550772,3
LogReg,0.4915688106,0,0.008048515533,0.001763718142,1,0,0.03439671755,6.708856186e-07,0.01779589228,0.01169157627,3
PCA,0.2304828082,9.46085995e-07,0.9551606609,0.003351098384,0.03439671755,6.708856186e-07,1,0,0.03038482219,0.02662306361,3
Random,0.02293930516,0.01978995069,0.02704637356,0.02338550772,0.01779589228,0.01169157627,0.03038482219,0.02662306361,1,0,3
