row,MeanDiff,KMeans,LogReg,PCA,Random
MeanDiff,1,0.8870934465,0.6308464314,0.842016515,0.01290065699
KMeans,0.8870934465,1,0.3469247235,0.9839542234,0.008342540273
LogReg,0.6308464314,0.3469247235,1,0.2880187379,0.003146256
PCA,0.842016515,0.9839542234,0.2880187379,1,0.008812256345
Random,0.01290065699,0.008342540273,0.003146256,0.008812256345,1
