method,raw_mean,raw_sd,centered_mean,centered_sd,paper_ref
MeanDiff,0.7873439975,0.04412503568,0.9197786225,0.04328246659,
KMeans,0.5048794566,0.01601184918,0.9006495266,0.04214414056,
LogReg,0.879178721,0.04826297455,0.9597518741,0.02183665804,
PCA,0.5042301059,0.01805776207,0.8984348714,0.03807954339,
