draw,midpoint_residual,valence_offset,markedness,markedness_ratio,apex_angle_deg,effective_vertices,step_cosine
0,0.5915438093,0.2109634977,0.5526467958,1.105293592,79.75107841,4.514045542,-0.177925024
1,0.6183601852,0.220687207,0.5776387066,1.155277413,77.09317734,4.669673925,-0.2233661869
2,0.6683322417,0.2516669218,0.6191379053,1.238275811,72.37764808,4.973911277,-0.3027417214
3,0.676182644,0.2138149177,0.6414874504,1.282974901,72.09772189,4.993222956,-0.3073944534
4,0.6201928727,0.2426466112,0.5707554831,1.141510966,76.72678312,4.691973068,-0.2295947961
5,0.5965613765,0.201170678,0.5616189404,1.123237881,79.32300441,4.538406011,-0.1852720787
6,0.6568664607,0.2537657226,0.6058683893,1.211736779,73.3256564,4.909604874,-0.2869315891
7,0.6443761626,0.1876977332,0.6164334513,1.232866903,74.99585538,4.80026527,-0.2588889168
8,0.634787254,0.2488530645,0.5839751794,1.167950359,75.32278259,4.779430441,-0.2533733087
9,0.6771711367,0.1644384785,0.6569023787,1.313804757,72.38581284,4.973350245,-0.3026059036
10,0.6842897665,0.2600306234,0.6329585764,1.265917153,70.97512964,5.072199259,-0.3259785447
11,0.6513739109,0.1687530578,0.6291346258,1.258269252,74.51577304,4.831191912,-0.2669730868
12,0.6774733217,0.205860116,0.6454391639,1.290878328,72.05990279,4.995843542,-0.3080224952
13,0.6711471675,0.1624031547,0.6512017627,1.302403525,72.89174562,4.938830823,-0.2941780196
14,0.6635397891,0.2135676395,0.6282307817,1.256461563,73.14894496,4.921465377,-0.2898847289
15,0.6711925747,0.1892930721,0.6439468963,1.287893793,72.70548719,4.951483223,-0.2972834357
16,0.6718619003,0.2643473871,0.6176721395,1.235344279,71.9409044,5.004107232,-0.3099977617
17,0.7252701388,0.2626734843,0.6760321109,1.352064222,67.79032468,5.310492341,-0.3779971296
18,0.655998096,0.2108195952,0.6211993241,1.242398648,73.81204325,4.877252873,-0.2787892515
19,0.6889560632,0.2560091302,0.6396247199,1.27924944,70.64679096,5.09577286,-0.3313907325
20,0.6605724564,0.2917623716,0.5926471874,1.185294375,72.54441577,4.962477072,-0.2999663865
21,0.6832294046,0.2745819373,0.6256254303,1.251250861,70.88690136,5.078512293,-0.3274339194
22,0.6701610315,0.2286022856,0.6299657159,1.259931432,72.45960694,4.9682853,-0.3013780874
23,0.6563423612,0.2259174884,0.6162358181,1.232471636,73.64987754,4.887991834,-0.281506241
24,0.6121871301,0.2016494128,0.578023007,1.156046014,77.81893274,4.626123583,-0.2110018089
25,0.6691354456,0.1883786914,0.6420714237,1.284142847,72.88245168,4.93946062,-0.2943330478
26,0.6483300907,0.1754014494,0.6241524157,1.248304831,74.73560945,4.816980856,-0.2632735245
27,0.6571924839,0.233078607,0.6144723947,1.228944789,73.50969181,4.897313418,-0.2838531525
28,0.6598494963,0.2687784717,0.6026271575,1.205254315,72.8992151,4.938324775,-0.2940534187
29,0.6600747439,0.2364464319,0.616272466,1.232544932,73.2311014,4.915944088,-0.2885121005
30,0.7031090328,0.3009415882,0.635449819,1.270899638,68.96574594,5.21998269,-0.3589260229
31,0.6453068934,0.2006147787,0.613330822,1.226661644,74.81890667,4.811618026,-0.2618707247
32,0.6293546219,0.2134580161,0.5920497577,1.184099515,76.13924243,4.728179432,-0.2395631331
33,0.69164561,0.2024398019,0.6613560134,1.322712027,70.94963239,5.074022061,-0.3263992156
34,0.6911001186,0.1932801981,0.6635225234,1.327045047,71.06562522,5.065740277,-0.3244849667
35,0.6957980957,0.2355192995,0.6547256292,1.309451258,70.3225538,5.119268009,-0.3367246337
36,0.6969255535,0.1874770806,0.6712358538,1.342471708,70.65121785,5.095453567,-0.3313178336
37,0.690366682,0.2870581809,0.6278564775,1.255712955,70.15445712,5.131534257,-0.339485694
38,0.6710882384,0.2168285824,0.6350943155,1.270188631,72.49056744,4.96616336,-0.3008628051
39,0.6777562081,0.1922494233,0.649918177,1.299836354,72.14506557,4.989946258,-0.3066080533
