metric,point,mean,sd,ci_lo,ci_hi
midpoint_residual,0.6608865175,0.6659714097,0.02926778127,0.6121535624,0.7234833451
valence_offset,0.2321350814,0.2262386326,0.03459377987,0.1589036997,0.2939744247
markedness,0.6187764483,0.6253851284,0.02979812553,0.5707196342,0.685819712
markedness_ratio,1.237552897,1.250770257,0.05959625105,1.141439268,1.371639424
apex_angle_deg,73.20412727,72.87548431,2.572361528,67.9354896,77.76813728
effective_vertices,4.917755507,4.946094271,0.1748789414,4.629145258,5.29914486
step_cosine,-0.2889628362,-0.2941537964,0.04288228836,-0.3756502891,-0.2118683118
