perm,spearman,kendall,probe_r2,monotone_fraction,midpoint_residual_median,pc1_frac_centroids
0,-0.2203366888,-0.1719720294,-0.5954057087,0.4166666667,0.8159910264,0.5681325693
1,0.06574635824,0.05472794082,-0.6521601371,0.3611111111,0.8564292586,0.5686948107
2,-0.02273387214,-0.01547116789,-0.5042288963,0.375,0.8154878214,0.6409736844
3,0.03628325994,0.02936364517,-0.2831996565,0.25,0.8509892683,0.6094466521
4,0.02091516237,0.01599739809,-0.2961245753,0.3055555556,0.8328174787,0.5667939621
5,-0.008729806904,-0.006420008443,-0.3413152876,0.2777777778,0.8255182938,0.6379871824
6,-0.2083332043,-0.1617631635,-0.562939214,0.4027777778,0.8435339273,0.5690295428
7,0.1223991676,0.09556340436,-0.4027714771,0.2777777778,0.8532511043,0.6210610183
8,0.05401568022,0.04157218582,-0.5594302759,0.2777777778,0.8675697119,0.5750529913
9,-0.1224901031,-0.0951424202,-0.5149862284,0.375,0.8393483298,0.5542034282
10,0.1117597155,0.08524929243,-0.3644717,0.2638888889,0.8025349553,0.6235954646
11,-0.2703512075,-0.2094396197,-0.6335175594,0.3888888889,0.8111114514,0.6463420686
12,-0.07629487492,-0.05830630618,-1.075623091,0.1944444444,0.8146626742,0.7020282868
13,0.2045139138,0.1588162744,-0.1592916302,0.3055555556,0.8616604785,0.6810845529
14,-0.002819000146,-0.0007367222803,-0.2008634863,0.2916666667,0.8416997996,0.5872246915
15,0.08175100423,0.06251614778,-0.3182625013,0.25,0.856106337,0.5982490745
16,0.01873271065,0.01462919957,-0.5987192994,0.4305555556,0.8918552507,0.543270754
17,0.01373125878,0.01031411192,-0.2754746842,0.3055555556,0.8289114666,0.541957974
18,-0.1651388473,-0.1253480337,-0.4988251316,0.4861111111,0.8512267599,0.6432552434
19,-0.05674374487,-0.04430858286,-0.5424129865,0.375,0.8194125097,0.5209579241
20,-0.09739190827,-0.07567190279,-0.4274819809,0.3472222222,0.8509892683,0.511804209
21,-0.04946890579,-0.03925677294,-0.3590617568,0.3888888889,0.8689764958,0.576381923
22,0.04974171225,0.03746759025,-0.6507989226,0.2777777778,0.8220346381,0.5631835484
23,0.1466789431,0.1128237549,-0.3192699113,0.2361111111,0.8887480041,0.5742602257
24,-0.1068491991,-0.08398633995,-0.5520139089,0.3888888889,0.8172834659,0.5295571829
25,0.05074200263,0.03599414569,-0.3656808583,0.2916666667,0.8071153033,0.7308759707
26,-0.1879636549,-0.1458710115,-0.7606738226,0.3194444444,0.8915581914,0.5370948781
27,-0.1725046218,-0.1356621456,-0.4532215379,0.2916666667,0.853564243,0.5676835129
28,0.04610429271,0.03588889965,-0.5246541439,0.2222222222,0.8558140728,0.6304624857
29,-0.05383380924,-0.04009874126,-0.4284868675,0.3194444444,0.84048931,0.5577432707
30,0.08029603641,0.06209516362,-0.4426498985,0.2777777778,0.8347268517,0.6810995335
31,-0.07856826213,-0.05893778242,-0.4876677108,0.3611111111,0.8972729524,0.6421586721
32,0.1902370421,0.1519752818,-0.3107199253,0.3472222222,0.8316267294,0.7318979445
33,-0.03300958235,-0.02525904961,-0.204342143,0.3333333333,0.8331306896,0.6505976218
34,0.03337332431,0.02662724813,-0.6777184764,0.3472222222,0.7950481932,0.560864539
35,-0.03482829213,-0.02704823229,-0.3078164348,0.1666666667,0.8512267599,0.6704129241
36,0.01536809757,0.01336624709,-0.2772112215,0.1944444444,0.842344439,0.6548448908
37,-0.007729516529,-0.006209516362,-0.5488238061,0.2361111111,0.833916039,0.5803533058
38,0.04992358323,0.03799382046,-0.4445600599,0.2916666667,0.8555746772,0.6150326413
39,0.04892329286,0.03515217737,-0.423659185,0.2361111111,0.823341651,0.6085809369
40,-0.07938668153,-0.06104270322,-0.5600992573,0.2916666667,0.8675697119,0.5474125352
