space_slug,space,adjacent_raw,adjacent_dis_mean,adjacent_dis_std,R_full_positive_neutral_mean,R_full_positive_neutral_std,R_full_neutral_negative_mean,R_full_neutral_negative_std,R_full_positive_negative_mean,R_full_positive_negative_std,n_seeds
euclidean_raw,Euclidean (raw),-0.2891483028,-0.306894973,5.887794671e-05,0.9272653387,0.0007432993954,0.9573215859,0.0004242812358,0.9564110352,0.0002404958521,3
anisotropy_corrected,Anisotropy-corrected,-0.1327100159,-0.1464383325,2.726555043e-05,0.8854415002,0.0007435755517,0.927551732,0.0005387402421,0.9402876629,0.0001931118661,3
park_causal,Park causal,-0.2766112408,-0.2951673231,7.75267066e-05,0.9287765587,0.0006947224596,0.9455663399,0.0005682637004,0.948910722,0.0004141052021,3
mahalanobis_lda,Mahalanobis / LDA,-0.1907812004,-0.1939427356,7.547741141e-07,0.97869437,1.091240499e-05,0.9887284483,3.328881275e-06,0.9909246743,2.85196614e-06,3
within_subjects_noise,Within-subjects noise,-0.1498582987,-0.150893751,1.691348082e-07,0.9910461446,2.865727642e-06,0.9952340131,7.513161074e-07,0.9963593716,8.25808527e-07,3
