metric,observed,null_mean,null_sd,p_value
spearman,0.8414260758,-0.01176614287,0.1157193962,0.009900990099
kendall,0.7010438727,-0.009117464449,0.08927568232,0.009900990099
probe_r2,0.8532517788,-0.3872728296,0.1722741297,0.009900990099
monotone_fraction,0.8055555556,0.35625,0.06053623983,0.009900990099
midpoint_residual_median,0.7168977917,0.8412593853,0.02320277955,0.009900990099
pc1_frac_centroids,0.7821730053,0.5895545061,0.05152276801,0.009900990099
