row,MeanDiff_mean,MeanDiff_std,KMeans_mean,KMeans_std,LogReg_mean,LogReg_std,PCA_mean,PCA_std,Random_mean,Random_std,n_seeds
MeanDiff,1,0,0.5749122276,0,0.5618829594,0,0.8876809072,4.251706285e-07,0.02907015446,0.01146883297,3
KMeans,0.5749122276,0,1,0,0.1820654611,0,0.8064426209,2.715001533e-08,0.01458391623,0.01222896872,3
LogReg,0.5618829594,0,0.1820654611,0,1,0,0.3432751941,7.846202648e-07,0.01614649502,0.002921224794,3
PCA,0.8876809072,4.251706285e-07,0.8064426209,2.715001533e-08,0.3432751941,7.846202648e-07,1,0,0.02466421781,0.007531479021,3
Random,0.02907015446,0.01146883297,0.01458391623,0.01222896872,0.01614649502,0.002921224794,0.02466421781,0.007531479021,1,0,3
