metric,observed,null_mean,null_sd,null_min,null_max,p_value,n_sim
step_cosine,-0.2286176702,0.9185048202,0.01514686251,0.8413032964,0.9564014951,0.000999000999,1000
midpoint_residual,0.6132179736,0.1036113527,0.01001702948,0.07526122048,0.1469432392,0.000999000999,1000
