metric,value
span,12.15246162
midpoint_residual,1.385122525
valence_offset,0.6839087452
markedness,1.204505391
markedness_ratio,2.409010782
apex_angle_deg,35.8248123
effective_vertices,10.04890122
step_cosine,-0.8108104233
