step,r_half_mean,r_half_std,R_full_mean,R_full_std,n_seeds
positive-neutral,0.9290390676,0.002363492281,0.9632133254,0.001269413323,3
neutral-negative,0.9473693013,0.002267574473,0.9729725082,0.001196692097,3
positive-negative,0.8448682136,0.001373619781,0.9159113238,0.0008074019616,3
