step,r_half_mean,r_half_std,R_full_mean,R_full_std,n_seeds
positive-neutral,0.805302673,0.001718383311,0.8921518604,0.001054282768,3
neutral-negative,0.8728219058,0.0004476091409,0.932092758,0.000255203808,3
positive-negative,0.8889690781,8.677399562e-05,0.9412214176,4.863839214e-05,3
