step,r_half_mean,r_half_std,R_full_mean,R_full_std,n_seeds
positive-neutral,0.8716808673,0.0001203915324,0.9314417642,6.87328061e-05,3
neutral-negative,0.9274729071,0.0001098480825,0.9623719239,5.913366349e-05,3
positive-negative,0.9406705025,9.436205441e-05,0.9694283494,5.010908657e-05,3
