method,raw_mean,raw_sd,centered_mean_mean,centered_mean_std,centered_sd_mean,centered_sd_std,paper_ref,n_seeds
MeanDiff,0.6967280822,0.04393289866,0.7794451483,1.359739956e-16,0.06322184362,0,,3
KMeans,0.6262867349,0.02433998765,0.7132694541,0.001408171394,0.05414612505,3.095545452e-05,,3
LogReg,0.7750204132,0.04242727972,0.9123103861,0,0.01678446085,0,,3
PCA,0.6247221342,0.03294523813,0.7170599725,0,0.04919772462,0,,3
