row,MeanDiff,KMeans,LogReg,PCA,Random
MeanDiff,1,0.7603822426,0.564093922,0.7650170814,0.0009780072466
KMeans,0.7603822426,1,0.2753595962,0.989318367,-0.02892511292
LogReg,0.564093922,0.2753595962,1,0.2608087257,0.02377284724
PCA,0.7650170814,0.989318367,0.2608087257,1,-0.02730863476
Random,0.0009780072466,-0.02892511292,0.02377284724,-0.02730863476,1
