sim,step_cosine,midpoint_residual
0,0.9522934801,0.08034581144
1,0.9316855094,0.09435549982
2,0.954028474,0.07677786171
3,0.948421088,0.08213084577
4,0.9473239251,0.08328811328
5,0.9399694355,0.08797096364
6,0.9435494893,0.09005071614
7,0.9514567745,0.07898135521
8,0.9532445136,0.07786183235
9,0.9510403029,0.08045734908
10,0.9366421165,0.09097352416
11,0.955636346,0.07559891016
12,0.9431746095,0.08654623774
13,0.9560775246,0.07654017822
14,0.9445800953,0.08464801346
15,0.9610780527,0.07064532038
16,0.9425727976,0.08596915695
17,0.9538429015,0.07803675925
18,0.9508471937,0.07988183089
19,0.9449872745,0.0840929742
20,0.9446075614,0.08639907122
21,0.9605390119,0.07132899027
22,0.9545231847,0.07653697392
23,0.9537419035,0.07727611619
24,0.9547641557,0.07676005652
25,0.9490950094,0.08139019797
26,0.9511193427,0.07914065549
27,0.9249697231,0.1035322664
28,0.9378926712,0.08953955396
29,0.9509743115,0.08224642324
30,0.9541473584,0.07701277919
31,0.9541496459,0.07659756759
32,0.9457815403,0.08346447792
33,0.9352569351,0.09445964308
34,0.9439401148,0.08493064624
35,0.9607891659,0.07072102843
36,0.9509945541,0.07987212833
37,0.9309668327,0.09453911571
38,0.9480105071,0.08175010213
39,0.9434994478,0.08559137213
40,0.9425340684,0.08713164678
41,0.9370007159,0.09489557009
42,0.9324950012,0.09377144713
43,0.9454579221,0.08411368309
44,0.9437093396,0.08628626372
45,0.9611634426,0.07173670233
46,0.9443898829,0.08611220916
47,0.9543617665,0.07708847802
48,0.9373872658,0.09090514692
49,0.9447969912,0.08479397336
50,0.954740152,0.07623468996
51,0.9572012375,0.07506226697
52,0.9562240513,0.07524140343
53,0.9365311854,0.09088356089
54,0.9582312313,0.07317655569
55,0.9352787792,0.0917022687
56,0.9413945938,0.08911145513
57,0.9452630939,0.08450404158
58,0.9411261329,0.08762748244
59,0.9434293013,0.08823769795
60,0.9410104512,0.0879729666
61,0.9240720978,0.1000573562
62,0.9302067315,0.09517931485
63,0.9504238381,0.08150369784
64,0.9406664538,0.08808593907
65,0.9404095581,0.08786809124
66,0.9483694843,0.08242814868
67,0.9531013171,0.0795672016
68,0.9404454417,0.08770848402
69,0.9391142176,0.08862432959
70,0.9420882132,0.08781791105
71,0.9383087029,0.08959883258
72,0.9436390948,0.08583217423
73,0.956380728,0.07516565353
74,0.9379010237,0.09000722979
75,0.9636390536,0.068038955
76,0.9582534157,0.07393504585
77,0.9476210218,0.08238203805
78,0.9496842925,0.08043608855
79,0.9553741058,0.0775855769
80,0.9385921891,0.0894345173
81,0.9537453682,0.07772194963
82,0.9419461266,0.08647758613
83,0.9452273491,0.08568683875
84,0.9456757848,0.08421584391
85,0.9414792877,0.08686367289
86,0.9400444224,0.08930774359
87,0.9320856411,0.09375414673
88,0.9281307311,0.09956419717
89,0.9597540188,0.07254393453
90,0.9609665539,0.07076673742
91,0.948500403,0.0816612974
92,0.9382869154,0.08921761754
93,0.9436346309,0.08535886272
94,0.9249887353,0.09887929251
95,0.9532144692,0.07870023813
96,0.9411774341,0.08763900332
97,0.9289884875,0.09597150885
98,0.9633308761,0.0688474649
99,0.9543213126,0.07747915753
100,0.9539656901,0.07679684749
101,0.9339303051,0.09256317525
102,0.9401893644,0.08782522058
103,0.9431991961,0.08571219335
104,0.9578107665,0.07342666423
105,0.9323791572,0.09435016336
106,0.9290146489,0.0974871978
107,0.9266609591,0.09779106452
108,0.9548705236,0.07677602112
109,0.9358182201,0.09107401641
110,0.940240434,0.08856456446
111,0.9423507421,0.08776841128
112,0.9496201459,0.08046818395
113,0.9584808874,0.07887699589
114,0.9514478432,0.07889803124
115,0.9562409866,0.07498436884
116,0.9475393879,0.08423255016
117,0.9444810202,0.08470075377
118,0.9471467852,0.08251862306
119,0.9601238705,0.0713158537
120,0.9454117987,0.08385498
121,0.9510845568,0.07984796942
122,0.9507769623,0.07993963307
123,0.935843502,0.09138441329
124,0.9438870735,0.08496177081
125,0.9323692226,0.09497409213
126,0.9462038764,0.08410152185
127,0.958087252,0.07318329984
128,0.9452977327,0.08752259759
129,0.9469702269,0.08253648378
130,0.9624772007,0.0693051633
131,0.9432892689,0.08701726102
132,0.9561874396,0.07493617344
133,0.9429793186,0.08566391856
134,0.9276865728,0.09750585752
135,0.9296480274,0.0968204227
136,0.9446526421,0.08449398963
137,0.9420271375,0.08847500969
138,0.9566527183,0.07453669191
139,0.9453567185,0.08408853271
140,0.9458688451,0.08375364173
141,0.942501046,0.08632378176
142,0.9554197563,0.07573299259
143,0.9299861964,0.095397278
144,0.9443633993,0.08607209774
145,0.9609803896,0.07127930184
146,0.9403417907,0.08800222559
147,0.9457575669,0.08349576146
148,0.9500356066,0.08020168446
149,0.9536847287,0.07726881625
150,0.9157248098,0.1055721406
151,0.923716668,0.09972188406
152,0.9465040089,0.08575084215
153,0.9563942852,0.07594138158
154,0.9556019094,0.07536406164
155,0.9314169004,0.0945748929
156,0.9498866581,0.08091598685
157,0.9364717294,0.0936955544
158,0.942165759,0.08686863648
159,0.9617433936,0.07007682654
160,0.9426757749,0.08595457801
161,0.9422439576,0.08732914885
162,0.9464992518,0.08293989269
163,0.9326426462,0.09533234599
164,0.938317952,0.09203528655
165,0.9616155806,0.07077619027
166,0.9501314903,0.08007881888
167,0.9357511485,0.0919609353
168,0.9578183097,0.07569029467
169,0.9464838887,0.08375728785
170,0.9411459695,0.08815098099
171,0.9537394295,0.07706342273
