frac_valence_1d,frac_plane_2d,neutral_markedness_sign_frac,markedness_r_half_mean,markedness_r_half_std,markedness_R_full_mean,markedness_R_full_std,shared_bend_r2_cv_mean,shared_bend_r2_cv_std,shared_bend_frac_scenarios_improved_mean,shared_bend_frac_scenarios_improved_std,n_seeds
0.1651683769,0.8412437739,0.7222222222,0.9718016081,0.0028249631,0.9856977863,0.001452800407,0.1976644921,0.008469461036,0.6064814815,0.008018753745,3
