metric,observed,null_mean_mean,null_mean_std,null_sd_mean,null_sd_std,null_min_mean,null_min_std,null_max_mean,null_max_std,p_value,n_sim,n_seeds
step_cosine,-0.3205565455,0.9122292448,0.0001861625552,0.01645982833,0.0006599841937,0.8337235066,0.006619072851,0.9499198546,0.000659442494,0.000999000999,1000,3
midpoint_residual,0.6698450597,0.1074112805,0.0001167272666,0.01042090096,0.0004016973069,0.08023470331,0.0006124224252,0.1512471945,0.002343930846,0.000999000999,1000,3
