layer,spearman,kendall,probe_r2,monotone_fraction,midpoint_residual_median,midpoint_residual_iqr25,midpoint_residual_iqr75,pc1_frac_mean,pc1_frac_iqr25,pc1_frac_iqr75
1,0.7821361373,0.6327391927,0.8726803154,0.6527777778,0.8034959192,0.7196151035,0.9219661535,0.6181746987,0.571392526,0.654177516
2,0.8084164935,0.6629448062,0.8826736513,0.7222222222,0.8058066337,0.7325772854,0.9202830564,0.6157843501,0.5752687027,0.6517587148
3,0.1223082321,0.09051159444,0.8839508871,0.1805555556,0.8453625454,0.5219239531,1.597306232,0.9127115617,0.9058973145,0.9853174162
4,0.1354029425,0.099878492,0.8883894274,0.1944444444,0.8426725006,0.4673726102,1.685084366,0.9236408078,0.9164682305,0.9845968424
5,0.1599555244,0.118401795,0.889258656,0.1944444444,0.8249466833,0.4662920637,1.782537965,0.9224049227,0.9121173156,0.9827541943
6,0.1776879447,0.1319785342,0.9008725757,0.1944444444,0.852189366,0.4926883913,1.760675842,0.91343703,0.8911017915,0.9801871086
7,0.2321583023,0.1716562913,0.9170492489,0.1944444444,0.83110078,0.5107268076,1.622624644,0.8901123673,0.8426402128,0.9692859443
8,0.2873561439,0.2140704454,0.9201596323,0.1944444444,0.8332340459,0.5192652126,1.62949246,0.8794000925,0.8273174071,0.9629911298
9,0.290538886,0.2165963504,0.9185543469,0.2083333333,0.8098383202,0.5292411044,1.572893482,0.876117968,0.8139392106,0.9613947591
10,0.3121815323,0.2328042406,0.9095419328,0.2361111111,0.8426338706,0.5489882395,1.461402384,0.8713101527,0.796341139,0.9582433805
11,0.3278224363,0.2466967179,0.9136014491,0.2361111111,0.8574164873,0.5460270709,1.499507715,0.8701560336,0.7967358024,0.955459966
12,0.3617413736,0.2742711803,0.9107932777,0.2361111111,0.8275672444,0.5705469303,1.479024536,0.8691243983,0.7971124816,0.9540896998
13,0.3833840198,0.2927944834,0.9091603541,0.2361111111,0.8555768451,0.5658719187,1.433464185,0.8645017249,0.7890215411,0.9503134857
14,0.3983883755,0.3036348255,0.9115600571,0.25,0.856662703,0.5646297128,1.446506136,0.8609465848,0.7796624,0.9460616317
15,0.3939325365,0.2990039998,0.9126841156,0.2638888889,0.8436728448,0.5555570112,1.381625807,0.8568708054,0.7734760719,0.9403400211
16,0.4186669894,0.3204741919,0.9119048854,0.2916666667,0.8090949892,0.563346948,1.354488047,0.8517552677,0.7727400459,0.9363110915
17,0.4250324736,0.3247892796,0.9179516222,0.3055555556,0.8271125293,0.5662221297,1.358292919,0.8479564235,0.7710815975,0.9324338168
18,0.4671356048,0.360046703,0.9153167142,0.3333333333,0.8233711093,0.5774746971,1.261399677,0.8338798767,0.7492045584,0.9242870309
19,0.5388837053,0.4188792394,0.9183578413,0.3472222222,0.7930845159,0.5946793618,1.130278418,0.8099537251,0.7148633797,0.8984174267
20,0.5708020618,0.4439277969,0.9117279852,0.3888888889,0.7925278289,0.6042203332,1.103210114,0.7889615278,0.6978212674,0.8803642107
21,0.6275458067,0.4963403248,0.9119284034,0.5416666667,0.7859099395,0.6123496825,1.053884344,0.7636675154,0.6739978993,0.8461010921
22,0.6883816485,0.5525417102,0.9121848692,0.6111111111,0.7572684012,0.6402156163,1.042044842,0.7427664944,0.6620332389,0.8129075563
23,0.7012035524,0.5610666395,0.9077388637,0.5972222222,0.7595314322,0.6539283297,1.009529874,0.7267019282,0.6453025974,0.7889475697
24,0.732758167,0.5904302846,0.9021642291,0.6666666667,0.7686759877,0.6670009721,0.9934288619,0.7094890686,0.6278217483,0.7653973084
25,0.764221846,0.617583763,0.9064504875,0.6944444444,0.7679856214,0.6840587476,0.9656858423,0.6922948709,0.6213355141,0.7478992977
26,0.8074162031,0.6616818537,0.8974697795,0.6805555556,0.7714811197,0.7122662574,0.8561476376,0.6500928307,0.5949773521,0.7073567007
27,0.604720999,0.4375077885,0.8611269965,0.3472222222,0.8083321154,0.6600943866,1.026604523,0.7518463821,0.6653602845,0.836485724
