step,r_half_mean,r_half_std,R_full_mean,R_full_std,n_seeds
positive-neutral,0.7285511793,0.002672597026,0.8429598077,0.001789663381,3
neutral-negative,0.8693604357,0.0005529141446,0.9301153065,0.0003164978343,3
positive-negative,0.8360668497,0.001643691956,0.9107144606,0.0009752417132,3
