step,r_half_mean,r_half_std,R_full_mean,R_full_std,n_seeds
positive-neutral,0.8119614982,0.002259643856,0.8962226432,0.001376196024,3
neutral-negative,0.9086533204,0.0005069420182,0.95214072,0.0002783455206,3
positive-negative,0.8553738891,0.002726703706,0.9220485997,0.001585305419,3
