step,r_half_mean,r_half_std,R_full_mean,R_full_std,n_seeds
positive-neutral,0.8616527699,0.0001949736206,0.9256857954,0.00011250966,3
neutral-negative,0.9407544854,3.90737675e-05,0.9694729469,2.074806295e-05,3
positive-negative,0.9434541281,9.689323648e-05,0.9709044457,5.130713724e-05,3
