metric,observed,null_mean,null_sd,p_value
spearman,0.8414260758,-0.00147406427,0.1158313924,0.009900990099
kendall,0.7010438727,-0.001386090347,0.08943929587,0.009900990099
probe_r2,0.8532517788,-0.4004984462,0.1620070337,0.009900990099
monotone_fraction,0.8055555556,0.3479166667,0.0718677902,0.009900990099
midpoint_residual_median,0.7168977917,0.8395712657,0.0242123775,0.009900990099
pc1_frac_centroids,0.7821730053,0.5869957015,0.05499306579,0.009900990099
