metric,observed,null_mean_mean,null_mean_std,null_sd_mean,null_sd_std,null_min_mean,null_min_std,null_max_mean,null_max_std,p_value,n_sim,n_seeds
step_cosine,-0.9160148289,0.6080163923,0.01967328967,0.3906236822,0.01276416457,-0.7255186186,0.02616744522,0.9892925109,0.0005883496068,0.000999000999,1000,3
midpoint_residual,2.131676057,0.2576113109,0.008886667849,0.1790671545,0.006411611592,0.03859067757,0.001224774429,1.186884903,0.1379135915,0.000999000999,1000,3
