valence_r_half,valence_R_full,markedness_r_half,markedness_R_full,mean_cos_valence,mean_capture_valence,mean_cos_bend,median_theta1,median_theta2,median_overlap,contrast_within_intent_mean,contrast_between_intent_mean,contrast_gap
0.5968056039,0.7474993856,0.9721353363,0.9858708156,0.2736325978,0.1331133744,0.4092147914,22.70466997,71.29142904,0.471282745,0.1599337887,0.06526748775,0.09466630092
