step,r_half_mean,r_half_std,R_full_mean,R_full_std,n_seeds
positive-neutral,0.8100722565,0.002804512326,0.8950699644,0.00171301333,3
neutral-negative,0.9061203074,0.0007162836356,0.9507481871,0.0003942072645,3
positive-negative,0.8510556811,0.003440096369,0.9195329863,0.002007497502,3
