step,r_half_mean,r_half_std,R_full_mean,R_full_std,n_seeds
positive-neutral,0.8231150381,0.002632088716,0.9029749967,0.001584713829,3
neutral-negative,0.9028989569,0.0006193379162,0.9489719704,0.0003420182846,3
positive-negative,0.8472679516,0.003499691346,0.9173174455,0.00205072175,3
