method,raw_mean_mean,raw_mean_std,raw_sd_mean,raw_sd_std,centered_mean,centered_sd,paper_ref,n_seeds
MeanDiff,0.8805194805,0,0.01832618934,0,0.9531385281,0.02333650558,,3
KMeans,0.7655483406,0.002273586067,0.02442885617,0.004034838694,0.9507575758,0.02505124898,,3
LogReg,0.9294372294,0,0.0307721115,0,0.9673160173,0.02122592095,,3
PCA,0.762987013,0,0.01407758662,0,0.9411255411,0.0227720647,,3
